,user_id,item_id,rating
6705,5,422,1
1965,5,211,1
72519,5,455,1
7199,5,139,0
34298,5,70,1
23878,5,257,1
75742,5,434,1
22228,5,135,1
9099,5,230,0
10076,5,444,0
1312,5,424,0
20603,5,99,0
3781,5,267,1
59886,5,446,1
10715,5,176,0
11099,5,69,0
21554,5,430,1
31562,5,452,0
21403,5,451,0
58489,5,189,1
1742,5,102,0
10998,5,441,0
26101,5,378,0
56110,5,121,1
57957,5,365,0
439,5,17,1
9956,5,397,0
20969,5,21,0
21148,5,427,0
10602,5,370,0
37167,5,415,0
57063,5,374,0
54364,5,235,1
4094,5,167,0
10177,5,402,0
87326,5,448,0
10464,5,143,0
26196,5,392,0
62849,5,406,0
55362,5,431,0
54495,5,169,1
12088,5,417,0
10381,5,100,1
86657,5,210,0
31491,6,501,1
33967,6,505,1
39887,6,12,1
26465,6,504,0
33222,6,64,1
32625,6,137,1
43096,6,303,0
32619,6,485,1
890,6,258,0
1173,6,517,1
1181,6,23,1
33986,6,507,1
29004,6,510,1
24761,6,293,0
25979,6,410,1
43410,6,472,0
33188,6,367,0
38357,6,166,1
39116,6,514,1
20378,6,536,1
26605,6,321,0
17315,6,189,0
1449,6,492,1
38333,6,405,0
38944,6,194,1
39404,6,177,1
20646,6,21,0
33682,6,174,1
38237,6,272,1
25228,6,465,0
30997,6,203,0
42728,6,168,1
40412,6,302,1
978,6,69,0
21758,6,494,1
37183,6,435,1
18215,6,276,0
18303,6,534,1
37001,6,427,1
41450,6,71,1
36672,6,538,0
36591,6,408,1
27158,6,47,0
26878,6,522,1
36558,6,473,0
35483,6,186,1
35559,6,512,1
36507,6,178,1
35689,6,191,1
36413,6,274,1
18603,6,524,0
22106,6,165,1
32230,6,530,1
19303,6,100,1
18073,6,318,1
21439,6,200,0
23651,6,246,0
25347,6,461,1
877,6,301,0
34458,6,516,1
17829,6,506,1
34479,6,13,0
23614,6,169,1
40456,6,309,0
17912,6,269,1
19693,6,480,1
23477,6,520,1
866,6,463,1
23418,6,419,1
27937,6,529,1
17925,6,87,1
27936,6,482,1
30246,6,495,1
23289,6,22,0
34893,6,310,0
31510,6,259,0
23456,6,50,1
24991,6,503,0
51740,6,491,1
43766,6,185,1
89217,6,8,1
12213,6,238,1
9621,6,199,1
12145,6,459,0
9714,6,183,1
54298,6,425,0
12242,6,81,1
54487,6,1,1
1687,6,508,0
4174,6,475,1
86833,6,111,0
9876,6,499,1
7510,6,487,1
63886,6,223,1
87470,6,182,1
4386,6,509,1
53431,6,127,1
9602,6,458,0
51725,6,519,1
29079,6,493,1
61566,6,474,1
3520,6,297,0
9486,6,484,1
65371,6,9,1
53019,6,257,0
90756,6,237,0
52191,6,317,0
65286,6,340,0
3672,6,95,0
12768,6,423,0
52585,6,489,1
12447,6,208,1
3629,6,500,1
66007,6,261,0
11921,6,526,0
11804,6,483,1
80334,6,285,0
59800,6,132,1
59910,6,462,1
80127,6,306,1
10562,6,466,1
5557,6,523,1
59637,6,535,0
5633,6,498,1
60841,6,497,1
10327,6,195,1
5761,6,188,0
10342,6,488,1
5809,6,213,1
5823,6,432,1
1786,6,469,1
85038,6,216,1
59517,6,298,0
5244,6,175,1
63885,6,170,1
84468,6,533,1
9915,6,197,1
55927,6,460,0
4627,6,134,1
56433,6,242,1
5859,6,515,1
4857,6,525,1
5115,6,19,1
6071,6,156,0
5145,6,476,0
5152,6,154,0
81493,6,496,1
10798,6,193,0
5029,6,209,1
51697,6,527,1
9377,6,125,0
3271,6,477,0
8098,6,15,0
7994,6,32,1
12997,6,486,1
7983,6,117,0
14791,6,187,1
14921,6,518,0
97068,6,202,0
7860,6,136,1
2664,6,221,1
7808,6,467,1
46547,6,268,0
15454,6,471,0
46507,6,173,1
612,6,98,1
15560,6,248,0
7774,6,28,0
71568,6,468,0
2304,6,143,0
2310,6,275,1
7379,6,479,1
72806,6,464,0
1967,6,357,1
16264,6,304,1
48331,6,502,1
16249,6,284,0
45407,6,79,0
9,6,86,0
7536,6,131,1
2391,6,294,0
7049,6,151,0
7745,6,528,1
16153,6,511,1
8272,6,135,1
14510,6,204,0
3159,6,211,1
6610,6,133,1
50122,6,153,1
13592,6,124,1
8397,6,286,0
67588,6,531,1
50412,6,89,1
50664,6,7,0
3112,6,532,0
6608,6,205,0
93521,6,539,0
13395,6,59,1
1598,6,478,1
49319,6,308,0
3264,6,180,1
231,6,14,1
50952,6,192,1
14060,6,521,1
95462,6,490,1
6650,6,70,0
8744,6,513,1
6673,6,481,1
14264,6,470,0
13951,6,56,1
94111,6,537,1
7036,7,226,1
6509,7,54,0
6524,7,89,1
24869,7,199,1
6683,7,657,1
6953,7,608,1
6763,7,142,0
6644,7,489,0
1171,7,451,1
6336,7,269,0
6615,7,530,1
6324,7,168,1
6444,7,432,1
24612,7,98,1
5903,7,654,1
5880,7,511,1
6357,7,285,1
6776,7,423,1
5877,7,485,1
6786,7,156,1
24498,7,628,0
24900,7,229,0
25934,7,449,0
2299,7,127,1
26996,7,558,1
3038,7,193,1
3018,7,182,1
2937,7,174,1
2901,7,93,1
2890,7,133,1
2810,7,680,1
27470,7,140,1
27597,7,677,0
27649,7,100,1
2248,7,650,0
27727,7,557,1
2736,7,78,0
26984,7,656,0
2733,7,188,1
28021,7,27,1
2615,7,153,1
2572,7,28,1
2502,7,241,1
2435,7,559,1
28069,7,609,0
28157,7,77,1
2433,7,560,0
28281,7,405,0
2370,7,44,1
28431,7,391,0
28694,7,56,1
2344,7,196,1
2721,7,420,1
24976,7,23,0
3196,7,614,1
26720,7,616,1
25020,7,583,0
25087,7,175,1
5643,7,10,1
1139,7,171,0
5485,7,90,0
5194,7,92,1
2098,7,580,0
1132,7,662,0
25452,7,187,1
4928,7,642,0
2135,7,581,1
4592,7,195,1
25855,7,547,0
3207,7,647,1
4364,7,633,1
2168,7,106,1
4068,7,526,1
3853,7,162,1
2188,7,528,1
3806,7,300,1
3675,7,627,0
26217,7,419,0
3594,7,268,0
1098,7,644,1
3547,7,22,1
3463,7,621,1
2209,7,643,1
26706,7,574,1
4330,7,519,1
7484,7,208,1
22633,7,294,0
23935,7,143,0
13861,7,659,1
13711,7,121,1
13644,7,673,0
13602,7,131,1
18699,7,541,0
13457,7,79,1
13405,7,205,1
13376,7,396,1
19244,7,653,1
13019,7,630,1
13003,7,404,1
19638,7,553,0
12996,7,514,0
19720,7,515,0
13871,7,448,0
12899,7,599,0
19819,7,491,1
19840,7,118,0
19860,7,537,0
19904,7,53,1
1648,7,676,0
12833,7,393,1
20054,7,99,1
12326,7,207,1
12243,7,501,1
12218,7,589,1
20182,7,565,1
12135,7,227,0
20336,7,465,1
12035,7,139,0
12895,7,542,1
18594,7,418,1
18528,7,176,0
14031,7,564,0
16930,7,223,1
16764,7,579,1
16586,7,520,1
16539,7,495,1
17287,7,555,1
16118,7,334,1
15955,7,389,1
15889,7,72,1
15719,7,288,1
15714,7,428,1
17391,7,604,0
15709,7,161,0
15703,7,622,1
15619,7,681,0
17533,7,496,1
15607,7,264,1
15413,7,190,1
14102,7,260,0
14151,7,675,1
14240,7,273,0
18308,7,307,1
14277,7,212,0
18292,7,480,1
12025,7,399,1
14287,7,126,0
1412,7,674,0
14610,7,563,0
14730,7,548,1
15032,7,626,1
15296,7,482,0
15342,7,645,1
14345,7,619,0
11986,7,683,1
20442,7,584,1
11960,7,191,1
10030,7,450,1
9922,7,471,1
22194,7,447,1
9918,7,177,1
22377,7,612,1
22409,7,91,0
22445,7,588,1
22535,7,660,1
1825,7,576,1
9497,7,82,0
16984,7,259,0
22789,7,231,0
9350,7,624,1
9340,7,637,1
9324,7,567,0
22933,7,201,0
9126,7,570,0
1942,7,151,1
23849,7,529,0
23779,7,682,0
7562,7,618,1
7722,7,587,1
7754,7,172,1
22129,7,192,1
23509,7,611,0
1915,7,228,1
8285,7,8,1
8687,7,203,1
8778,7,281,0
8867,7,505,0
8873,7,266,1
23495,7,596,1
23953,7,678,0
1782,7,81,1
10384,7,385,1
11939,7,562,1
11867,7,185,1
11762,7,166,0
11576,7,154,1
20918,7,499,1
11349,7,550,1
11339,7,484,1
11223,7,7,1
11212,7,181,0
21013,7,617,1
21023,7,219,0
11149,7,461,1
11111,7,483,1
11046,7,431,1
11021,7,636,1
21295,7,216,1
10951,7,435,1
10416,7,667,1
10422,7,210,1
10437,7,498,1
10512,7,669,0
10543,7,232,0
10547,7,658,0
10345,7,481,1
21828,7,135,1
10604,7,183,1
10679,7,101,1
10710,7,504,1
10727,7,136,1
21446,7,556,0
1747,7,401,1
21769,7,97,1
29105,7,62,0
2298,7,582,1
490,7,430,0
47797,7,434,1
38735,7,578,0
61150,7,615,1
76266,7,69,1
775,7,661,1
38381,7,403,1
76505,7,217,1
76633,7,318,1
48284,7,202,0
61185,7,488,1
33217,7,157,1
87329,7,357,1
33338,7,595,0
87114,7,50,1
38307,7,234,1
77500,7,265,1
48423,7,523,1
48549,7,141,1
34123,7,215,1
86333,7,509,1
60896,7,549,1
77515,7,275,1
55630,7,568,1
55596,7,671,1
55141,7,356,1
943,7,472,0
52430,7,4,1
72443,7,132,1
47690,7,672,0
40295,7,591,0
61718,7,610,1
89517,7,86,1
40009,7,444,1
39272,7,436,1
55521,7,214,1
89376,7,607,0
40003,7,503,1
930,7,543,0
32677,7,64,1
73288,7,31,1
39784,7,620,1
39598,7,527,1
32854,7,603,1
53087,7,513,1
937,7,554,0
48750,7,670,1
78089,7,415,0
34149,7,572,0
79862,7,632,1
82129,7,569,1
34873,7,51,0
409,7,163,1
49138,7,606,0
36724,7,597,0
49170,7,386,1
49323,7,238,1
80141,7,197,1
34855,7,80,1
56214,7,566,1
50255,7,68,1
58234,7,180,1
35304,7,679,1
56766,7,186,1
36310,7,324,0
81752,7,211,1
80695,7,144,1
56784,7,25,0
848,7,200,1
36374,7,429,1
37390,7,134,1
50789,7,510,1
50793,7,594,0
48907,7,605,1
60213,7,9,1
49055,7,452,1
85470,7,421,0
50998,7,502,1
37812,7,440,0
50864,7,387,0
56152,7,470,0
795,7,648,1
34321,7,237,1
34341,7,213,0
139,7,479,1
187,7,455,1
79453,7,52,1
50822,7,640,0
79778,7,664,0
34581,7,590,0
79788,7,11,0
37435,7,194,1
83703,7,12,1
37409,7,585,1
90500,7,317,1
90763,7,164,1
72875,7,427,1
55072,7,474,1
68099,7,341,0
29974,7,593,1
63451,7,651,1
46049,7,625,0
68767,7,365,1
54183,7,145,0
68874,7,179,1
46059,7,204,1
30127,7,178,1
29893,7,258,1
43187,7,540,0
54244,7,601,1
63350,7,443,1
54465,7,506,1
46198,7,402,1
42939,7,641,1
91424,7,309,0
95929,7,441,0
52507,7,544,0
30481,7,416,1
69352,7,629,0
42762,7,634,1
43495,7,73,0
64272,7,70,0
65702,7,71,1
65856,7,602,0
29278,7,29,0
66081,7,463,1
29399,7,552,1
53437,7,655,1
98732,7,598,0
647,7,497,1
1016,7,623,0
97848,7,198,0
29427,7,600,1
66715,7,586,0
66726,7,96,1
53811,7,638,1
66983,7,577,0
98150,7,152,1
45754,7,551,0
29559,7,446,0
29573,7,380,1
43854,7,666,1
98173,7,367,1
46380,7,652,0
46356,7,545,0
71867,7,39,1
62533,7,573,1
30633,7,571,0
71970,7,125,1
93949,7,173,1
47390,7,668,1
93485,7,521,1
93079,7,561,1
71645,7,592,1
31310,7,286,1
72073,7,663,1
47402,7,635,0
31457,7,47,1
40496,7,487,0
54691,7,649,1
47670,7,575,0
40482,7,384,0
31366,7,613,1
31002,7,665,1
841,7,378,1
41853,7,417,0
94682,7,639,1
62611,7,379,1
30821,7,507,1
63208,7,546,1
41461,7,631,1
39,7,32,1
30851,7,646,1
54645,7,433,1
712,7,492,1
279,7,382,1
46590,7,230,0
36199,8,259,0
62094,8,11,0
6125,8,457,0
10263,8,685,1
58220,8,403,1
9461,8,511,1
81029,8,243,0
48353,8,96,0
16112,8,210,1
16308,8,127,1
49862,8,187,1
16349,8,188,1
9262,8,172,1
74190,8,431,0
44635,8,227,1
7716,8,301,1
15247,8,687,0
79008,8,55,1
74188,8,222,1
73905,8,510,1
73511,8,336,0
17053,8,176,1
46982,8,177,1
682,8,22,1
7462,8,686,0
10379,8,144,1
16689,8,651,1
7457,8,190,1
14698,8,183,1
6034,8,294,0
7042,8,89,1
6130,8,385,0
16127,8,258,1
4647,8,79,1
90,8,338,1
33070,8,273,0
3846,8,182,1
11370,8,568,1
11648,8,56,1
29996,8,174,1
13388,8,689,1
97439,8,260,0
89638,8,358,0
12746,8,7,0
27521,8,195,1
27505,8,228,1
28625,8,684,1
89856,8,566,0
33810,8,241,1
29296,8,435,1
27411,8,229,1
30255,8,82,1
1090,8,50,1
24568,8,233,1
55363,8,688,0
516,8,550,0
34675,8,341,0
25192,8,518,1
53979,8,181,1
41483,9,371,1
3955,9,691,1
1892,9,298,1
63077,9,201,1
20232,9,276,1
43994,9,242,1
92453,9,385,1
12610,9,507,1
69836,9,50,1
10155,9,479,1
6577,9,286,1
10295,9,340,1
39473,9,402,1
30909,9,483,1
23130,9,615,1
28662,9,690,0
5408,9,487,1
29557,9,294,1
5266,9,521,1
10674,9,527,0
9541,9,6,1
81332,9,7,1
18047,10,133,1
7452,10,711,1
93161,10,610,1
606,10,7,1
26307,10,221,1
70748,10,230,1
30721,10,178,1
40767,10,319,0
26338,10,432,1
31288,10,137,1
40,10,16,1
7383,10,651,1
70936,10,470,1
7929,10,367,1
15358,10,495,1
15539,10,195,1
94371,10,686,1
30855,10,182,1
94230,10,484,1
26666,10,334,1
18504,10,1,1
41181,10,273,1
26855,10,692,1
7683,10,705,1
62926,10,654,1
7840,10,696,1
94086,10,707,1
18586,10,652,0
31188,10,134,1
71738,10,699,1
26425,10,116,1
18266,10,98,1
30757,10,11,1
15549,10,521,1
844,10,461,0
70178,10,617,1
9069,10,191,1
16741,10,186,1
9072,10,496,1
67792,10,414,1
16692,10,712,1
52769,10,701,1
9180,10,385,1
9194,10,519,1
29464,10,333,1
2454,10,505,1
12356,10,176,1
16576,10,420,1
28509,10,527,1
66659,10,482,1
9675,10,703,1
16430,10,132,1
53618,10,185,1
9595,10,156,1
99578,10,9,1
2291,10,340,1
99846,10,198,0
29093,10,274,1
65210,10,709,1
16778,10,199,1
8999,10,164,1
16844,10,710,1
15952,10,183,1
42472,10,693,1
12079,10,160,1
2887,10,657,1
2885,10,489,1
8457,10,509,1
17472,10,603,1
17389,10,56,1
8554,10,135,1
69128,10,518,1
96580,10,604,1
17293,10,483,1
17971,10,127,1
2253,10,289,1
30118,10,129,1
30061,10,174,1
27837,10,480,1
15740,10,13,0
97430,10,93,1
8889,10,498,1
29874,10,404,1
43653,10,197,1
29756,10,245,1
16960,10,558,1
29750,10,33,1
621,10,100,1
3448,10,463,1
3705,10,321,1
55738,10,499,1
21481,10,161,1
21459,10,162,1
4617,10,4,1
21411,10,357,1
84259,10,525,1
78808,10,70,1
5864,10,294,0
21203,10,531,1
21184,10,211,1
84680,10,153,1
23493,10,302,1
56100,10,276,1
38001,10,513,1
86309,10,85,1
20958,10,216,1
13036,10,706,1
4183,10,124,1
13028,10,435,1
33661,10,511,1
14324,10,269,1
77263,10,180,1
24620,10,694,1
4341,10,283,1
49130,10,170,1
23408,10,157,1
82585,10,700,1
13671,10,234,1
81583,10,23,1
57611,10,478,1
11002,10,418,1
10997,10,447,1
22393,10,697,0
13854,10,168,1
22750,10,50,1
158,10,486,1
10876,10,695,0
544,10,611,1
5108,10,704,0
5545,10,22,1
13939,10,497,1
1218,10,488,1
50559,10,602,1
2110,10,504,1
59283,10,59,1
14024,10,475,1
37104,10,32,1
13515,10,371,1
45390,10,69,1
13487,10,275,1
87474,10,40,1
38404,10,529,0
5601,10,155,1
6702,10,702,0
4032,10,218,1
75872,10,430,0
89789,10,479,1
75313,10,502,1
52258,10,582,1
6624,10,64,1
88810,10,12,1
40083,10,530,1
6971,10,200,1
47838,10,60,0
32638,10,462,0
3929,10,203,1
386,10,175,0
39281,10,664,1
6899,10,615,1
3914,10,48,1
19949,10,474,1
89321,10,286,1
14701,10,493,1
89343,10,179,1
10511,10,588,1
20299,10,82,1
19870,10,698,1
7097,10,223,1
33127,10,205,1
1318,10,285,1
47857,10,708,1
6452,10,656,1
60973,10,192,1
57328,10,629,1
3468,10,655,1
33154,10,663,0
25628,10,606,1
10438,10,99,1
19465,10,144,1
72685,10,589,1
20332,10,510,1
72749,10,238,1
33176,10,467,1
10467,10,194,1
57092,11,208,1
14914,11,277,1
12865,11,395,0
9552,11,744,1
13616,11,710,0
54660,11,434,1
15975,11,524,1
64795,11,318,1
62591,11,372,1
11246,11,291,1
64810,11,449,0
12585,11,260,0
59521,11,54,0
51660,11,526,0
10119,11,652,1
11734,11,597,0
10462,11,100,1
60876,11,699,1
464,11,558,0
14583,11,194,1
48741,11,690,1
11651,11,663,1
10048,11,185,1
60774,11,718,1
10343,11,350,1
51308,11,527,1
64168,11,748,0
15315,11,109,0
15883,11,241,1
49086,11,504,0
11282,11,216,0
11761,11,733,1
45903,11,42,0
9743,11,9,1
13436,11,300,0
45855,11,123,0
47045,11,25,0
514,11,732,0
14900,11,573,0
12606,11,752,1
65463,11,176,0
81601,11,173,1
22715,11,716,0
22842,11,211,0
81859,11,393,1
5080,11,428,1
5066,11,215,0
34999,11,719,0
23162,11,577,0
4990,11,734,0
81986,11,451,0
4904,11,743,0
4794,11,120,0
23532,11,386,0
83909,11,399,0
84486,11,365,0
22635,11,56,1
2139,11,741,1
81333,11,356,1
35634,11,180,0
21147,11,749,1
37890,11,549,1
45381,11,724,0
21580,11,707,1
21762,11,228,0
37074,11,544,1
5582,11,97,1
36542,11,86,1
80047,11,431,0
22109,11,259,0
22144,11,414,0
5431,11,429,1
36190,11,286,1
5378,11,90,0
35961,11,237,1
81271,11,213,1
4446,11,720,0
23993,11,258,1
24099,11,745,1
92374,11,107,1
26375,11,69,0
1084,11,425,1
30691,11,290,0
94751,11,229,1
95822,11,324,0
30468,11,238,0
96523,11,11,0
96559,11,747,0
2713,11,746,1
2528,11,517,0
28302,11,24,0
28339,11,580,1
